episode,return,average_return,lines_cleared
14320,-19.0,-29.36808659217877,1
14321,-10.0,-29.366734166608477,4
14322,-12.5,-29.365556486524227,0
14323,-38.0,-29.36615932416393,0
14324,-45.0,-29.367250767941915,2
14325,-7.0,-29.36568935427574,4
14326,-53.0,-29.36733910372749,3
14327,-12.5,-29.366161792419906,6
14328,-5.0,-29.364461194863203,4
14329,-19.0,-29.36373787424105,4
14330,2.5,-29.361514305652477,4
14331,-40.5,-29.362291535831414,2
14332,-51.5,-29.363836170806586,0
14333,-10.0,-29.362485174073814,1
14334,-2.0,-29.360576252267336,6
14335,-25.0,-29.360272061388212,1
14336,-11.5,-29.359026227678573,1
14337,-13.0,-29.357885192160143,1
14338,-34.0,-29.35820895522388,1
14339,-18.5,-29.357451705139827,0
14340,-36.0,-29.357914923291492,3
14341,-13.0,-29.356774283522768,4
14342,-9.5,-29.355389764328546,3
14343,1.0,-29.353273373771177,4
14344,-17.5,-29.35244701617401,1
14345,-11.0,-29.351167654234924,0
14346,-14.0,-29.35009758817789,0
14347,-8.0,-29.348609465393462,6
14348,-11.5,-29.347365486478953,1
14349,-41.0,-29.34817757335006,0
14350,-25.5,-29.347909407665504,2
14351,-9.5,-29.346526374468677,0
14352,-7.0,-29.34496934225195,1
14353,-15.0,-29.343969901762698,2
14354,1.5,-29.34182109516511,5
14355,-8.5,-29.340369209334728,1
14356,-4.5,-29.338638896628588,5
14357,-65.0,-29.341122797241763,0
14358,-4.5,-29.339392673074244,5
14359,-4.0,-29.337627968521485,2
14360,-10.0,-29.336281337047353,4
14361,-18.5,-29.335526773901538,4
14362,-4.5,-29.333797521236598,2
14363,-70.5,-29.336663649655364,2
14364,-66.5,-29.33925090504038,0
14365,-18.5,-29.338496345283676,3
14366,-32.0,-29.338681609355422,3
14367,-46.5,-29.339876104962762,2
14368,-7.5,-29.338356069042316,2
14369,-62.5,-29.340663929292226,1
14370,-9.0,-29.339248434237994,2
14371,-7.5,-29.337728759306938,3
14372,-12.0,-29.33652240467576,2
14373,-10.0,-29.335177068113826,2
14374,-0.5,-29.333171003200224,4
14375,-31.0,-29.33328695652174,1
14376,-12.0,-29.33208124652198,2
14377,-49.5,-29.333484037003547,2
14378,-1.5,-29.331548198636806,3
14379,-23.0,-29.33110786563739,0
14380,-13.0,-29.329972183588318,1
14381,-35.0,-29.33036645574021,0
14382,-8.5,-29.328918092059517,1
14383,-14.5,-29.327887088924424,1
14384,-32.5,-29.32810761957731,1
14385,-12.0,-29.326903023983316,2
14386,-9.5,-29.32552481579313,3
14387,-7.5,-29.324007784805726,5
14388,-17.0,-29.323151237142064,0
14389,-12.0,-29.32194732087011,2
14390,-41.0,-29.322758860319666,0
14391,-20.0,-29.322111041623238,0
14392,-15.5,-29.321150639244024,8
14393,-12.0,-29.31994719655388,2
14394,-7.5,-29.318431290815617,2
14395,-59.0,-29.320493226814865,0
14396,-25.0,-29.320193109197,1
14397,-44.5,-29.32124748211433,1
14398,-23.5,-29.32084317266287,1
14399,-27.0,-29.320681991804985,5
14400,-11.5,-29.319444444444443,1
14401,-12.0,-29.31824178876467,2
14402,-10.0,-29.316900430495764,1
14403,-4.5,-29.315177393598557,5
14404,-42.5,-29.31609275201333,0
14405,-36.5,-29.31659146129816,3
14406,-36.5,-29.31709010134666,0
14407,-10.5,-29.31578399389186,2
14408,-20.0,-29.315137423653525,0
14409,-33.5,-29.315427857589007,0
14410,-8.5,-29.313983344899377,1
14411,-41.5,-29.314828950107557,1
14412,-8.5,-29.313384679433806,2
14413,-3.0,-29.311559009227782,3
14414,-26.5,-29.311363951713613,1
14415,-8.5,-29.309920221990982,1
14416,-13.0,-29.30878884572697,4
14417,-14.0,-29.307726988971353,3
14418,-22.0,-29.307220141489804,4
14419,-11.5,-29.30598515847146,1
14420,-12.0,-29.304785020804438,2
14421,-17.5,-29.303966437833715,1
14422,-33.0,-29.304222715296074,2
14423,-6.5,-29.302641614088607,3
14424,-10.5,-29.30133804769828,2
14425,-5.5,-29.299688041594454,1
14426,-14.0,-29.298627478164427,0
14427,-49.5,-29.300027725791917,2
14428,-12.0,-29.298828666481842,2
14429,-38.5,-29.29946635248458,1
14430,-48.0,-29.3007623007623,2
14431,-29.0,-29.300741459358324,0
14432,-16.0,-29.299819844789358,1
14433,-11.0,-29.298551929605765,3
14434,-28.5,-29.298496605237634,2
14435,-33.0,-29.29875303082785,3
14436,-18.0,-29.297970351898034,2
14437,-46.0,-29.299127242501903,2
14438,-4.0,-29.297374982684584,4
14439,-16.0,-29.29645404806427,1
14440,-43.0,-29.297403047091414,2
14441,-23.5,-29.297001592687486,1
14442,-35.0,-29.297396482481652,0
14443,-19.0,-29.296683514505297,1
14444,9.0,-29.294032124065357,6
14445,-23.5,-29.29363101419176,1
14446,-16.0,-29.292710784992387,1
14447,-35.0,-29.29310583512148,0
14448,-33.5,-29.293397009966778,0
14449,1.5,-29.291265831545434,6
14450,-32.0,-29.291453287197232,0
14451,-11.5,-29.290222129956405,1
14452,-15.5,-29.289267921394963,3
14453,-14.0,-29.288210060195116,3
14454,-13.0,-29.28708316037083,4
14455,-25.0,-29.286786579038395,1
14456,-14.5,-29.28576369673492,1
14457,-16.5,-29.284879297226258,2
14458,-6.0,-29.283268778530918,2
14459,-7.0,-29.281727643682135,1
14460,-3.5,-29.27994467496542,4
14461,-15.5,-29.278991770970197,0
14462,-12.0,-29.2777969852026,3
14463,-14.0,-29.276740648551478,0
14464,-55.5,-29.27855365044248,2
14465,-19.0,-29.27784306947805,1
14466,-25.0,-29.277547352412554,1
14467,-20.5,-29.27694062348794,1
14468,-27.0,-29.2767832457838,2
14469,-21.0,-29.276211210173475,2
14470,-32.0,-29.276399447131997,0
14471,-32.0,-29.27658765807477,0
14472,-12.5,-29.275428413488115,0
14473,-16.5,-29.274545705797003,2
14474,-6.0,-29.27293768135968,3
14475,-8.0,-29.27146804835924,3
14476,-8.5,-29.27003315833103,4
14477,-10.0,-29.268702079160047,4
14478,-26.0,-29.26847630888244,3
14479,4.5,-29.266144070723115,6
14480,-2.5,-29.2642955801105,4
14481,-36.5,-29.264795248946896,0
14482,0.5,-29.26273995304516,7
14483,-45.5,-29.263861078505833,0
14484,7.0,-29.261357359845345,5
14485,-8.5,-29.259924059371762,4
14486,-29.5,-29.25994063233467,1
14487,-26.0,-29.259715607096016,0
14488,-3.0,-29.257903092214246,5
14489,-83.0,-29.26161225757471,0
14490,-12.0,-29.260420979986197,2
14491,-16.0,-29.259505900213927,1
14492,-15.0,-29.258521943141044,2
14493,-16.5,-29.257641620092457,5
14494,-34.5,-29.258003311715193,2
14495,0.0,-29.255984822352534,3
14496,-13.0,-29.254863410596027,1
14497,-4.5,-29.253155825343175,5
14498,-34.0,-29.253483239067457,1
14499,-7.0,-29.25194841023519,1
14500,-34.0,-29.252275862068966,1
14501,-6.5,-29.2507068478036,3
14502,-3.5,-29.248931181905945,3
14503,-10.5,-29.247638419637315,2
14504,-30.5,-29.247724765581907,0
14505,-29.0,-29.247707687004482,0
14506,-3.5,-29.24593271749621,4
14507,-17.5,-29.245123044047702,1
14508,-31.0,-29.24524400330852,1
14509,-7.5,-29.243745261561788,3
14510,-6.0,-29.242143349414196,5
14511,-20.0,-29.241506443387774,0
14512,-11.5,-29.240283902976845,1
14513,-19.0,-29.239578309102185,1
14514,-20.5,-29.23897616094805,1
14515,-17.5,-29.238167413021014,1
14516,-10.5,-29.23687655001378,5
14517,-9.5,-29.235516980092306,3
14518,-4.0,-29.2337787574046,4
14519,-53.0,-29.23541566223569,0
14520,-13.0,-29.23429752066116,1
14521,-25.5,-29.234040355347428,2
14522,-39.5,-29.234747279988984,0
14523,-1.0,-29.23280313984714,4
14524,-8.5,-29.23137565408978,1
14525,-15.0,-29.23039586919105,2
14526,-21.0,-29.229829271650832,3
14527,-9.0,-29.228436704068287,5
14528,-14.0,-29.227388491189426,3
14529,-28.5,-29.227338426595086,2
14530,-59.0,-29.229387474191327,0
14531,-13.0,-29.228270593902693,4
14532,3.5,-29.226018442058905,7
14533,-5.0,-29.224351475951284,3
14534,-17.5,-29.223544791523324,1
14535,-30.5,-29.223632610939113,3
14536,-7.0,-29.22210374243258,1
14537,-26.5,-29.221916488959206,1
14538,-8.0,-29.220456734076215,3
14539,-6.0,-29.21885961895591,3
14540,-6.5,-29.21729711141678,3
14541,3.5,-29.21504710817688,6
14542,-12.0,-29.213863292531975,2
14543,-8.0,-29.212404593275114,3
14544,-48.0,-29.213696369636963,2
14545,-3.0,-29.2118941216913,5
14546,-19.5,-29.211226454007974,3
14547,-5.5,-29.20959648037396,5
14548,-25.0,-29.20930712125378,4
14549,-4.0,-29.207574403739088,4
14550,-13.0,-29.206460481099658,1
14551,-9.0,-29.20507181637001,2
14552,-11.5,-29.203855140186917,1
14553,-13.0,-29.202741702741704,1
14554,-11.5,-29.20152535385461,4
14555,-12.5,-29.200377877018205,3
14556,-7.5,-29.19888705688376,2
14557,-10.5,-29.197602527993403,2
14558,-10.5,-29.196318175573566,6
14559,-29.5,-29.19633903427433,4
14560,-38.0,-29.196943681318682,0
14561,-12.5,-29.195796991964837,0
14562,-11.5,-29.194581788215903,4
14563,-22.5,-29.19412209022866,5
14564,-8.0,-29.192666849766546,3
14565,-5.5,-29.191040164778578,4
14566,-13.0,-29.189928600851296,1
14567,-12.5,-29.188782865380656,3
14568,-5.5,-29.18715678198792,4
14569,-32.5,-29.187384171871784,1
14570,-6.0,-29.185792724776938,5
14571,3.0,-29.183583830896985,6
14572,-9.5,-29.182233049684328,0
14573,-29.5,-29.182254854868592,1
14574,-10.0,-29.180938657883903,1
14575,-1.0,-29.1790051457976,8
14576,-13.5,-29.177929473106477,2
14577,-15.5,-29.17699115044248,0
14578,-7.5,-29.17550418438743,2
14579,-48.5,-29.176829686535427,0
14580,6.5,-29.174382716049383,5
14581,-9.0,-29.172999108428776,2
14582,-9.0,-29.171615690577426,2
14583,-10.0,-29.17030103545224,4
14584,6.5,-29.167855183763027,8
14585,-20.0,-29.16722660267398,3
14586,-29.0,-29.167215137803375,0
14587,-15.5,-29.166278192911495,0
14588,-47.0,-29.16750068549493,0
14589,-10.0,-29.166186853108506,1
14590,-47.5,-29.167443454420837,1
14591,-14.5,-29.16643821533822,4
14592,-3.0,-29.16464501096491,5
14593,-5.5,-29.163023367367916,4
14594,-45.5,-29.164142798410307,0
14595,-10.0,-29.16282973621103,4
14596,-4.5,-29.161140038366675,2
14597,-13.0,-29.160032883469206,1
14598,-38.0,-29.160638443622414,0
14599,-21.0,-29.16007945749709,3
14600,-9.0,-29.158698630136985,2
14601,-27.0,-29.15855078419286,2
14602,-27.5,-29.15843720038351,0
14603,2.0,-29.15630349928097,5
14604,-8.5,-29.154889071487265,1
14605,-26.5,-29.15470729202328,1
14606,-35.0,-29.155107490072574,0
14607,-10.0,-29.15379612514548,1
14608,-33.0,-29.154059419496168,2
14609,-17.0,-29.153227462523102,3
14610,-41.0,-29.15403832991102,3
14611,-14.0,-29.153001163506946,0
14612,-6.0,-29.151416643854365,2
14613,-42.5,-29.152330117019094,0
14614,-8.0,-29.1508827152046,3
14615,-9.5,-29.149538145740678,3
14616,-77.0,-29.15281198686371,0
14617,-16.0,-29.151912157077376,4
14618,-5.5,-29.150294157887537,5
14619,-22.0,-29.149805048224913,1
14620,5.5,-29.147435020519836,8
14621,-2.0,-29.145578277819574,3
14622,-59.0,-29.147620024620434,0
14623,-14.0,-29.146584148259592,0
14624,4.0,-29.144317560175054,7
14625,-4.5,-29.14263247863248,2
14626,-6.5,-29.141084370299467,4
14627,-7.0,-29.13957065700417,1
14628,-2.5,-29.137749521465683,5
14629,-29.0,-29.137740105270353,0
14630,-12.5,-29.136602870813398,3
14631,-27.0,-29.136456838220216,2
14632,-32.5,-29.136686714051393,1
14633,-38.0,-29.137292421239664,3
14634,-16.0,-29.136394697280306,1
14635,1.0,-29.134335497096004,4
14636,-10.5,-29.133062312107132,2
14637,-23.0,-29.132643301222927,0
14638,-9.5,-29.131302090449516,3
14639,-14.5,-29.130302616298927,1
14640,-15.0,-29.12933743169399,5
14641,-20.5,-29.128748036336315,5
14642,-3.0,-29.126963529572464,7
14643,13.5,-29.1240524482688,7
14644,-7.5,-29.122575798962032,2
14645,-16.0,-29.121679754182313,1
14646,9.5,-29.11904274204561,5
14647,-30.5,-29.119137024646687,3
14648,-17.5,-29.11834380120153,1
14649,-14.0,-29.11731176189501,3
14650,-6.0,-29.115733788395904,5
14651,-7.0,-29.11422428503174,4
14652,-18.5,-29.113499863499865,0
14653,-41.5,-29.11434518528629,5
14654,-51.5,-29.115872799235703,3
14655,-87.5,-29.11985670419652,0
14656,11.0,-29.11711926855895,8
14657,-49.0,-29.11847581360442,4
14658,-17.5,-29.11768317642243,1
14659,-32.5,-29.117913909543624,1
14660,-16.5,-29.11705320600273,2
14661,-20.5,-29.11646545256122,1
14662,-6.5,-29.11492293002319,6
14663,-40.0,-29.115665279956353,1
14664,-19.5,-29.115009547190397,2
14665,-110.0,-29.12052505966587,0
14666,-33.5,-29.120823673803354,3
14667,-36.0,-29.121292697893228,2
14668,-25.0,-29.12101172620671,1
14669,-28.0,-29.120935305746812,1
14670,-17.0,-29.120109066121337,4
14671,-37.0,-29.120646172721695,1
14672,-15.5,-29.119717829880045,3
14673,-50.0,-29.121140870987528,0
14674,5.0,-29.118815592203898,6
14675,-10.5,-29.1175468483816,2
14676,-14.5,-29.116550831289178,1
14677,-24.5,-29.116236288069768,0
14678,-57.5,-29.11817005041559,4
14679,-30.0,-29.118230124667893,5
14680,-20.5,-29.117643051771118,1
14681,-10.0,-29.11634084871603,1
14682,-60.5,-29.118478408936113,3
14683,-50.0,-29.119900565279575,0
14684,-43.5,-29.12087986924544,2
14685,-74.5,-29.123970037453184,1
14686,-11.0,-29.122735938989514,3
14687,-66.0,-29.125246816912917,2
14688,-14.5,-29.12425108932462,1
14689,-59.0,-29.126284975151474,0
14690,-23.5,-29.125901974132063,1
14691,-3.5,-29.12415764753931,4
14692,-13.0,-29.123060168799345,1
14693,-6.5,-29.121520451915877,3
14694,-31.0,-29.121648291819792,1
14695,-19.5,-29.12099353521606,3
14696,-13.5,-29.11993059335874,2
14697,-3.0,-29.11815336463224,3
14698,-23.5,-29.117771125323173,2
14699,14.0,-29.11483774406422,8
14700,-13.5,-29.113775510204082,2
14701,-5.5,-29.112169240187743,4
14702,-47.0,-29.113385933886548,0
14703,-13.0,-29.112290008841732,1
14704,-20.5,-29.111704298150162,1
14705,-29.0,-29.111696701802106,0
14706,-35.5,-29.112131102951178,7
14707,-5.0,-29.1104916026382,4
14708,-24.5,-29.110178134348654,0
14709,-8.5,-29.10877693928887,4
14710,-18.5,-29.10805574439157,0
14711,-18.0,-29.10730065937054,2
14712,-37.5,-29.107871125611744,2
14713,-11.0,-29.10664038605315,3
14714,-14.0,-29.105613701236916,0
14715,-14.5,-29.104621134896366,1
14716,-41.0,-29.105429464528406,0
14717,-17.5,-29.104640891486035,1
14718,-17.5,-29.103852425601303,1
14719,-10.0,-29.10255452136694,1
14720,-13.5,-29.10149456521739,2
14721,-10.5,-29.10023096257048,2
14722,1.0,-29.09818638771906,4
14723,-47.5,-29.099436256197787,1
14724,-11.0,-29.098207008964955,4
14725,-43.0,-29.099151103565365,1
14726,-16.5,-29.098295531712616,2
14727,-7.5,-29.096828953622598,5
14728,-9.5,-29.09549837045084,3
14729,-1.5,-29.09362482178016,5
14730,-5.5,-29.092023082145282,5
14731,-89.0,-29.096089878487543,0
14732,-14.5,-29.095099103991313,1
14733,-45.5,-29.09621258399511,0
14734,-15.0,-29.095255870775077,2
14735,-0.5,-29.09331523583305,8
14736,-4.5,-29.091646308360477,2
14737,-10.0,-29.090350817669812,1
14738,-7.5,-29.088885873252817,3
14739,-29.0,-29.088879842594476,0
14740,-38.0,-29.089484396200813,0
14741,-3.0,-29.08771453768401,3
14742,-26.0,-29.087505087505086,3
14743,-10.5,-29.08624431933799,2
14744,-11.0,-29.085017634291916,6
14745,-0.5,-29.083079009833842,3
14746,11.0,-29.08036077580361,8
14747,-5.0,-29.07872787685631,4
14748,-14.0,-29.077705451586656,0
14749,-11.5,-29.07651366194318,1
14750,-13.0,-29.075423728813558,1
14751,-13.5,-29.07436783946851,2
14752,-10.5,-29.073108731019524,2
14753,-65.5,-29.07557784857317,1
14754,-14.5,-29.074589941710723,1
14755,-16.0,-29.073703829210437,1
14756,-27.5,-29.073597180807806,0
14757,-48.5,-29.07491360032527,0
14758,-8.0,-29.07348556715002,3
14759,-16.5,-29.072633647266073,2
14760,-46.0,-29.07378048780488,1
14761,-86.0,-29.0776370164623,0
14762,-20.0,-29.077022083728494,3
14763,-48.5,-29.078337736232474,0
14764,-32.0,-29.0785356272013,0
14765,-31.5,-29.07869962749746,2
14766,-12.5,-29.07757686577272,3
14767,-9.0,-29.076217241145798,2
14768,-28.0,-29.076144366197184,1
14769,-11.5,-29.07495429616088,1
14770,-32.0,-29.075152335815844,0
14771,-21.5,-29.074639496310336,0
14772,-8.0,-29.07321283509342,5
14773,-14.0,-29.072192513368982,0
14774,-7.0,-29.070698524434818,1
14775,-27.5,-29.070592216582064,0
14776,-28.5,-29.070553600433136,2
14777,-39.0,-29.071225553224608,2
14778,10.0,-29.068581675463527,9
14779,-24.0,-29.068238717098584,2
14780,-13.5,-29.06718538565629,2
14781,-13.0,-29.066098369528447,1
14782,-16.0,-29.065214450006764,4
14783,-9.0,-29.063857133193533,2
14784,-46.5,-29.065036525974026,2
14785,-19.0,-29.064355765979034,1
14786,6.5,-29.061950493710267,6
14787,-56.0,-29.06377223236627,0
14788,-6.0,-29.062212604814714,2
14789,-24.5,-29.061904117925486,3
14790,-26.5,-29.061730899256254,1
14791,-20.5,-29.061152051923468,1
14792,-9.0,-29.059795835586804,2
14793,-15.0,-29.058845399851283,2
14794,-4.5,-29.0571853454103,2
14795,-42.5,-29.058093950659007,0
14796,-15.0,-29.057143822654773,2
14797,3.0,-29.054977360275732,5
14798,-57.5,-29.056899581024464,0
14799,-13.0,-29.055814582066358,4
14800,-32.0,-29.056013513513513,0
14801,-62.0,-29.058239308154853,0
14802,-14.5,-29.057255776246453,1
14803,-8.0,-29.055833277038438,3
14804,-12.0,-29.054681167252095,5
14805,-18.5,-29.053968253968254,0
14806,0.0,-29.052005943536404,6
14807,-15.0,-29.05105693253191,2
14808,-42.5,-29.051965153970826,0
14809,-12.5,-29.050847457627118,3
14810,-7.5,-29.049392302498312,3
14811,-13.5,-29.048342448180406,2
14812,-30.5,-29.0484404536862,0
14813,-1.5,-29.046580706136503,3
14814,-6.0,-29.0450249763737,5
14815,-9.0,-29.043671954100574,2
14816,-17.0,-29.042859071274297,3
14817,-31.5,-29.043024903826687,2
14818,-12.5,-29.04190848967472,3
14819,-26.0,-29.041703218840677,4
14820,-19.0,-29.04102564102564,1
14821,-11.0,-29.03980838000135,4
14822,0.0,-29.037849143165566,3
14823,-28.0,-29.037779127032316,1
14824,-14.0,-29.03676470588235,3
14825,-20.5,-29.036188870151772,1
14826,-32.0,-29.036388776473764,0
14827,-6.0,-29.034835098131786,2
14828,-28.0,-29.0347653088751,1
14829,-25.0,-29.034493222739226,1
14830,-7.0,-29.03300741739717,5
14831,-5.0,-29.031386959746477,7
14832,-21.5,-29.030879180151025,0
14833,-35.0,-29.03128160183375,0
14834,-15.5,-29.03036942159903,3
14835,-34.0,-29.030704415234243,1
14836,1.0,-29.028680237260716,4
14837,-5.0,-29.027060726561974,4
14838,-12.0,-29.025913195848496,2
14839,0.0,-29.023957139969,3
14840,-17.5,-29.023180592991913,1
14841,-31.5,-29.023347483323228,2
14842,2.5,-29.021223554776984,4
14843,-16.0,-29.020346291181028,1
14844,-33.5,-29.020648073295607,5
14845,-35.5,-29.02108454024924,1
14846,-9.0,-29.019735955813015,2
14847,-43.0,-29.020677577961877,1
14848,-19.5,-29.020036368534484,2
14849,-14.0,-29.01902485015826,0
14850,-68.0,-29.02164983164983,0
14851,-32.5,-29.021884048212243,1
14852,-1.5,-29.02003097225963,3
14853,-35.0,-29.020433582441257,0
14854,-11.5,-29.019254072976977,1
14855,-13.5,-29.018209357118817,2
14856,-45.5,-29.019318793753367,0
14857,-4.0,-29.017634784949855,4
14858,-2.5,-29.015850047112668,5
14859,-43.0,-29.01679117033448,1
14860,-8.5,-29.015410497981158,1
14861,-44.5,-29.01645245945764,1
14862,-23.5,-29.016081281119632,1
14863,-28.5,-29.016046558568256,2
14864,-10.5,-29.014800861141012,2
14865,-48.5,-29.016111671712075,0
14866,-37.5,-29.016682362437777,5
14867,-3.5,-29.014966032151744,3
14868,-3.0,-29.01321630347054,2
14869,-6.0,-29.011668572197188,5
14870,-7.5,-29.010221923335575,2
14871,-17.5,-29.00944791876807,1
14872,-6.5,-29.00793437331899,3
14873,-44.5,-29.008975996772676,1
14874,-9.0,-29.007630765093452,2
14875,-6.0,-29.006084033613444,3
14876,1.5,-29.004033342296317,6
14877,-31.0,-29.00416750688983,1
14878,-28.5,-29.00413362011023,2
14879,-6.0,-29.00258753948518,2
14880,-25.0,-29.002318548387098,1
14881,-7.5,-29.00087359720449,2
14882,-39.5,-29.001579088832145,0
14883,-11.5,-29.00040314452731,1
14884,-16.0,-28.999529696318195,1
14885,-56.5,-29.00137722539469,1
14886,-2.5,-28.999596936719065,4
14887,11.0,-28.996910055753343,8
14888,-26.0,-28.996708758731863,0
14889,-1.5,-28.99486197864195,3
14890,0.0,-28.992914707857622,3
14891,-11.0,-28.99170639983883,0
14892,-26.5,-28.99153908138598,2
14893,-9.0,-28.99019673672195,2
14894,-3.5,-28.988485296092385,6
14895,-36.0,-28.988956025511918,2
14896,-8.5,-28.987580558539204,1
14897,-10.0,-28.98630596764449,1
14898,-9.5,-28.984997986306887,3
14899,-6.0,-28.983455265454058,2
14900,-9.0,-28.98211409395973,2
14901,-52.0,-28.98365881484464,1
14902,7.5,-28.981210575761644,9
14903,-18.0,-28.980473730121453,2
14904,-23.0,-28.980072463768117,3
14905,-5.5,-28.97849714860785,5
14906,-4.0,-28.976821414195626,4
14907,-3.0,-28.975078822029918,2
14908,-10.5,-28.97383954923531,2
14909,1.0,-28.97182909651888,3
14910,-16.5,-28.970992622401074,2
14911,3.0,-28.968848501106567,3
14912,-10.5,-28.96760997854077,2
14913,-10.0,-28.966338094280157,1
14914,1.0,-28.964328818559743,9
14915,-35.0,-28.964733489775394,0
14916,-5.5,-28.963160364709037,5
14917,-48.5,-28.964470067707985,4
14918,2.0,-28.962394422844884,4
14919,-32.0,-28.962598029358535,0
14920,12.5,-28.959819034852547,11
14921,-6.0,-28.958280276120902,2
14922,-16.5,-28.95744538265648,3
14923,-37.0,-28.957984319506803,1
14924,-9.5,-28.956680514607346,3
14925,-10.0,-28.955410385259633,5
14926,-10.5,-28.954173924695162,3
14927,-18.0,-28.95344007503182,2
14928,-10.0,-28.952170418006432,5
14929,-7.5,-28.950733471766362,3
14930,-13.5,-28.949698593436036,2
14931,0.5,-28.94772620721988,5
14932,-9.5,-28.9464237878382,3
14933,14.0,-28.94354784705016,7
14934,-6.0,-28.942011517342976,5
14935,-60.5,-28.94412453967191,0
14936,-14.5,-28.94315747188002,1
14937,-19.0,-28.942491798888664,1
14938,1.5,-28.940453876020886,4
14939,-16.5,-28.93962112591204,2
14940,-14.0,-28.938621151271754,3
14941,-31.0,-28.938759119202196,1
14942,-33.0,-28.939030919555616,2
14943,-13.5,-28.937997724687143,2
14944,-33.0,-28.93826953961456,8
14945,-18.0,-28.937537638006024,2
14946,-4.5,-28.935902582630803,3
14947,-20.0,-28.935304743426773,6
14948,-55.5,-28.937081883864064,3
14949,-40.0,-28.93782192788815,1
14950,11.5,-28.93511705685619,8
14951,10.0,-28.932512875392952,6
14952,-8.5,-28.931146334938468,1
14953,-13.0,-28.930080920216678,1
14954,-42.5,-28.93098836431724,0
14955,-27.5,-28.930892678034102,0
14956,-64.5,-28.93327092805563,5
14957,-9.0,-28.931938222905664,2
14958,-12.5,-28.930839684449793,0
14959,-15.5,-28.929941841032154,3
14960,-14.5,-28.928977272727273,1
14961,-25.0,-28.92871465811109,1
14962,-58.0,-28.93065766608742,1
14963,-10.0,-28.92939250150371,4
14964,-8.0,-28.927993851911253,4
14965,-23.0,-28.927597728032076,0
14966,-8.0,-28.926199385273286,3
14967,-18.5,-28.925502772766755,0
14968,-26.0,-28.925307322287548,0
14969,-14.5,-28.924343643529962,1
14970,-5.5,-28.922778891115563,4
14971,-10.0,-28.921514928862468,4
14972,-131.0,-28.928332888057707,0
14973,-7.5,-28.926901756495024,3
14974,-9.5,-28.92560438092694,4
14975,-8.0,-28.924207011686143,3
14976,-25.0,-28.923944978632477,1
14977,-34.0,-28.924283901983042,4
14978,-8.5,-28.922920283081854,4
14979,8.0,-28.920455304092396,6
14980,-12.0,-28.919325767690253,5
14981,-9.5,-28.918029504038447,4
14982,-47.0,-28.919236417033773,0
14983,-50.0,-28.92064339584863,0
14984,-12.5,-28.91954751735184,0
14985,-35.0,-28.919953286619954,0
14986,-23.5,-28.919591618844255,1
14987,2.0,-28.917528524721426,5
14988,-14.0,-28.916533226581265,0
14989,-18.0,-28.915804923610647,3
14990,-43.0,-28.91674449633089,1
14991,-12.0,-28.91561603628844,2
14992,3.0,-28.91348719316969,6
14993,-33.5,-28.913793103448278,0
14994,-1.5,-28.911964785914364,5
14995,-11.5,-28.9108036012004,5
14996,-21.5,-28.910309415844225,4
14997,-69.5,-28.913015936520637,0
14998,-4.5,-28.911388185091347,3
14999,-85.0,-28.915127675178343,1
15000,-10.0,-28.913866666666667,4
15001,-54.5,-28.915572295180322,0
15002,-22.0,-28.91511131849087,1
15003,-32.0,-28.915316936612676,0
15004,-23.5,-28.914956011730204,1
15005,-31.0,-28.915094968343887,1
15006,-36.5,-28.91560042649607,0
15007,-31.0,-28.915739321649898,1
15008,-42.5,-28.91664445628998,0
15009,-27.5,-28.916550069958024,0
15010,-24.5,-28.916255829447035,0
15011,-33.5,-28.916561188461795,0
15012,-31.0,-28.91669997335465,1
15013,-51.5,-28.91820422300673,0
15014,-27.5,-28.918109764220063,0
15015,-28.0,-28.91804861804862,1
15016,-31.5,-28.918220564730955,2
15017,-27.0,-28.91809282812812,2
15018,-12.5,-28.916999600479425,3
15019,-47.0,-28.918203608762234,0
15020,-44.5,-28.91924101198402,1
15021,-23.0,-28.918846947606685,0
15022,-32.5,-28.919085341499134,1
15023,-24.5,-28.918791186846835,0
15024,-36.5,-28.919295793397232,0
15025,-24.0,-28.918968386023295,2
15026,-36.5,-28.9194729136164,0
15027,-24.5,-28.919178811472683,0
15028,-28.0,-28.919117647058822,1
15029,-26.0,-28.91892341473152,0
15030,-32.5,-28.919161676646706,1
15031,-21.0,-28.91863482136917,2
15032,-22.5,-28.918207823310272,2
15033,-27.5,-28.91811348366926,4
15034,-33.5,-28.91841825196222,0
15035,-29.0,-28.91842367808447,0
15036,-27.5,-28.918329342910347,0
15037,-18.0,-28.91760324532819,2
15038,-2.5,-28.9158465221439,5
15039,-69.5,-28.918545116031652,0
15040,-45.0,-28.919614361702127,3
15041,-10.5,-28.918389734725086,2
15042,-26.0,-28.918195718654435,0
15043,-38.0,-28.918799441600743,3
15044,-23.5,-28.91843924488168,1
15045,-33.5,-28.91874376869392,0
15046,-53.0,-28.92034427754885,0
15047,-35.0,-28.920748321924638,0
15048,-42.5,-28.92165071770335,0
15049,-44.0,-28.922652667951358,0
15050,-30.5,-28.922757475083056,0
15051,-80.0,-28.926151086306557,0
15052,-27.5,-28.926056338028168,0
15053,-26.5,-28.925895170397926,1
15054,-28.0,-28.92583366547097,1
15055,-53.0,-28.927432746595816,0
15056,-39.5,-28.928134962805526,0
15057,-27.5,-28.928040114232584,0
