episode,return,average_return,lines_cleared
12193,2.0,-30.849421799393095,7
12194,-30.5,-30.849393144169262,0
12195,-26.5,-30.849036490364902,1
12196,-32.0,-30.849130862577894,0
12197,-48.5,-30.850578010986307,0
12198,-65.0,-30.85337760288572,0
12199,-16.5,-30.852201000081973,3
12200,-22.0,-30.851475409836066,1
12201,-14.0,-30.8500942545693,3
12202,-47.0,-30.851417800360597,0
12203,-15.0,-30.850118823240187,2
12204,-33.5,-30.850335955424452,0
12205,-12.5,-30.84883244571897,0
12206,-53.0,-30.85064722267737,0
12207,-7.5,-30.848734332759893,3
12208,-24.5,-30.848214285714285,4
12209,-9.5,-30.846465722008354,3
12210,-7.5,-30.844553644553645,3
12211,-18.0,-30.843501760707557,3
12212,-37.0,-30.84400589584016,1
12213,-27.5,-30.843732088757882,3
12214,-59.0,-30.84603733420665,0
12215,-23.0,-30.84539500613999,0
12216,-5.5,-30.843320235756384,5
12217,-23.0,-30.84267823524597,0
12218,-17.5,-30.84158618431822,1
12219,-21.5,-30.840821671167852,4
12220,-10.0,-30.83911620294599,1
12221,-1.5,-30.836715489730793,3
12222,-41.0,-30.837547046309933,3
12223,-18.5,-30.836537674875235,0
12224,-50.5,-30.83814626963351,1
12225,-15.0,-30.836850715746422,3
12226,6.5,-30.833796826435467,8
12227,-11.5,-30.83221558845179,4
12228,0.0,-30.829694144586195,6
12229,-14.5,-30.82835881920026,1
12230,-44.0,-30.82943581357318,0
12231,-2.0,-30.827078734363504,4
12232,-12.5,-30.82558044473512,3
12233,-6.5,-30.823591923485655,4
12234,-17.5,-30.822502860879517,1
12235,-45.5,-30.823702492848387,0
12236,-32.0,-30.823798627002287,0
12237,-9.0,-30.822015199803875,2
12238,-34.0,-30.822274881516588,1
12239,-76.0,-30.825966173707002,1
12240,-16.5,-30.824795751633985,2
12241,-53.0,-30.82660730332489,0
12242,-10.5,-30.82494690410064,2
12243,-14.5,-30.823613493424816,1
12244,-34.5,-30.82391375367527,3
12245,-32.0,-30.824009799918333,0
12246,-12.5,-30.82251347378736,0
12247,-60.5,-30.824936719196536,0
12248,-16.5,-30.823767145656433,2
12249,-30.5,-30.823740713527634,4
12250,-36.5,-30.824204081632654,0
12251,-73.0,-30.827646722716512,1
12252,-0.5,-30.82517140058766,4
12253,-6.5,-30.823186158491797,3
12254,-10.0,-30.821486861433,1
12255,-6.0,-30.819461444308445,2
12256,-35.0,-30.819802545691907,0
12257,-12.5,-30.818307905686545,0
12258,2.0,-30.81563060858215,8
12259,-13.5,-30.814218125458847,2
12260,-25.0,-30.813743882544863,1
12261,-16.5,-30.81257646195253,2
12262,-3.5,-30.810349045832655,4
12263,-15.5,-30.809100546358966,3
12264,-13.5,-30.807689171559034,5
12265,-25.0,-30.807215654300855,1
12266,-1.0,-30.80478558617316,5
12267,-15.5,-30.803537947338388,3
12268,-8.5,-30.801719921747637,1
12269,-61.0,-30.804181269867144,1
12270,-11.5,-30.802607986960066,1
12271,-10.0,-30.80091272104963,1
12272,2.5,-30.798199152542374,5
12273,-16.5,-30.797034139982074,2
12274,-6.5,-30.795054586931727,3
12275,-7.5,-30.79315682281059,2
12276,-14.5,-30.791829586184424,4
12277,-26.5,-30.791480003258126,1
12278,-9.0,-30.789705163707445,3
12279,-54.5,-30.791636126720416,3
12280,-71.0,-30.79491042345277,0
12281,-33.5,-30.79513068968325,0
12282,-15.5,-30.793885360690442,0
12283,-32.0,-30.793983554506227,0
12284,-36.5,-30.794448062520352,0
12285,-9.0,-30.792673992673993,3
12286,-35.0,-30.793016441478105,0
12287,-20.5,-30.792178725482216,1
12288,-19.0,-30.791219075520832,1
12289,-36.0,-30.791642932704043,6
12290,-12.0,-30.790113913751018,2
12291,-20.5,-30.789276706533236,1
12292,-7.5,-30.7873820370973,5
12293,-13.0,-30.78593508500773,2
12294,-24.0,-30.78538311371401,2
12295,-4.5,-30.78324522163481,3
12296,-12.0,-30.781717631750162,2
12297,4.0,-30.778889159957714,5
12298,-14.0,-30.777524800780615,0
12299,-16.0,-30.77632327831531,1
12300,-10.5,-30.774674796747966,2
12301,-20.5,-30.77383952524185,1
12302,-12.5,-30.772354088766054,0
12303,-12.5,-30.770868893765748,4
12304,-22.0,-30.770156046814044,1
12305,-31.0,-30.77017472572125,1
12306,-19.0,-30.769218267511782,1
12307,-9.5,-30.767490046315107,3
12308,-31.0,-30.767508937276567,1
12309,-12.5,-30.76602485985864,3
12310,-29.5,-30.76592201462226,1
12311,-45.5,-30.767118836812607,4
12312,-1.5,-30.76474171539961,3
12313,-18.5,-30.763745634695038,0
12314,-19.0,-30.76279031996102,2
12315,-9.0,-30.761023142509135,3
12316,-11.5,-30.75945924001299,2
12317,-26.0,-30.759072826175206,3
12318,-8.5,-30.75726578990096,1
12319,-9.5,-30.755540222420652,0
12320,-14.5,-30.75422077922078,1
12321,1.5,-30.751602954305657,6
12322,-5.0,-30.749513066060704,4
12323,-18.5,-30.748519029457114,0
12324,-17.5,-30.747444011684518,4
12325,-14.5,-30.746125760649086,1
12326,-13.5,-30.74472659419114,2
12327,-1.0,-30.74231362050783,7
12328,-14.0,-30.74095554834523,3
12329,-71.0,-30.744220942493307,0
12330,-11.5,-30.7426601784266,1
12331,-26.5,-30.742316113859378,1
12332,-10.0,-30.74063412260785,1
12333,-20.5,-30.7398037784805,1
12334,-18.5,-30.738811415599155,3
12335,-62.0,-30.741345764085935,0
12336,-30.5,-30.741326199740598,0
12337,-18.5,-30.740333954770204,0
12338,-18.0,-30.73930134543686,2
12339,-5.5,-30.737255855417782,1
12340,-10.0,-30.735575364667746,4
12341,-15.5,-30.73434081516895,3
12342,-23.5,-30.733754658888348,2
12343,-10.5,-30.732115369035082,2
12344,-40.5,-30.73290667530784,2
12345,-47.0,-30.73422438234103,0
12346,-11.0,-30.732625951725254,3
12347,-5.5,-30.730582327690936,4
12348,-9.5,-30.728862973760933,3
12349,-51.5,-30.730544983399465,0
12350,3.0,-30.727813765182187,6
12351,-41.0,-30.72864545380941,0
12352,-3.5,-30.726441062176164,4
12353,-19.0,-30.725491783372462,1
12354,-38.5,-30.726121094382385,1
12355,-19.5,-30.725212464589234,6
12356,-23.5,-30.72462771123341,1
12357,-2.5,-30.722343610908798,5
12358,-40.0,-30.723094351836867,1
12359,-50.5,-30.724694554575613,1
12360,-15.5,-30.72346278317152,3
12361,-15.0,-30.72219076126527,2
12362,-13.0,-30.720757159035756,1
12363,-30.5,-30.72073930275823,0
12364,-39.5,-30.721449369136202,0
12365,-13.0,-30.720016174686616,5
12366,-15.5,-30.71878537926573,0
12367,-5.0,-30.716705749171183,4
12368,-38.0,-30.717294631306597,0
12369,-27.5,-30.717034521788342,0
12370,-8.5,-30.715238480194017,1
12371,-36.5,-30.715706086815942,0
12372,-56.0,-30.717749757516973,0
12373,-14.5,-30.716439020447748,1
12374,-6.5,-30.714481978341684,3
12375,-49.5,-30.716,2
12376,6.5,-30.71299288946348,8
12377,-5.5,-30.710955805122403,4
12378,-14.0,-30.709605752140895,0
12379,-21.5,-30.708861782050246,0
12380,-55.0,-30.710823909531502,1
12381,-14.5,-30.70951457879008,1
12382,8.0,-30.70638830560491,6
12383,-32.5,-30.706533150286685,1
12384,-39.5,-30.707243217054263,0
12385,-3.0,-30.705006055712555,3
12386,1.5,-30.702405942192797,5
12387,-19.0,-30.701461209332365,1
12388,-6.5,-30.699507587988375,3
12389,-22.0,-30.698805391879894,1
12390,-16.0,-30.697619047619046,1
12391,-1.5,-30.695262690662577,3
12392,-26.5,-30.694924144609427,1
12393,-38.0,-30.695513596385055,0
12394,-37.5,-30.69606261094078,6
12395,-3.0,-30.693828156514723,3
12396,-25.0,-30.693368828654403,1
12397,-26.0,-30.69299023957409,3
12398,-31.0,-30.693015002419745,1
12399,-26.0,-30.692636502943785,0
12400,-12.5,-30.69116935483871,0
12401,-7.0,-30.68925893073139,4
12402,-5.0,-30.687187550395098,4
12403,-24.0,-30.68664839151818,3
12404,-6.0,-30.684658174782328,5
12405,-2.0,-30.68234582829504,4
12406,-23.0,-30.68172658391101,0
12407,-8.0,-30.679898444426534,3
12408,-36.5,-30.68036750483559,0
12409,-20.5,-30.67954710290918,1
12410,-10.0,-30.67788074133763,1
12411,-7.0,-30.67597292724196,2
12412,-13.5,-30.6745891073155,2
12413,-15.5,-30.67336663175703,0
12414,-2.5,-30.67109714838086,5
12415,-38.0,-30.671687474828836,0
12416,-19.5,-30.67078769329897,2
12417,-26.5,-30.670451799951678,1
12418,-7.5,-30.668585923659204,2
12419,-20.0,-30.66772687011837,0
12420,-11.0,-30.666143317230272,0
12421,-26.0,-30.665767651557847,0
12422,2.0,-30.663137981001448,5
12423,-12.5,-30.66167592368993,0
12424,-42.5,-30.662628783000645,0
12425,-66.5,-30.665513078470823,0
12426,-25.0,-30.66505713825849,1
12427,-11.5,-30.6635149271747,1
12428,-14.0,-30.66217412294818,0
12429,-6.5,-30.660230107007806,4
12430,-17.0,-30.659131134352375,0
12431,-12.5,-30.657670340278337,0
12432,-29.5,-30.65757722007722,1
12433,-23.0,-30.656961312635726,0
12434,-6.0,-30.65497828534663,2
12435,-34.0,-30.65524728588661,1
12436,-10.5,-30.653626568028304,2
12437,-14.5,-30.65232773176811,1
12438,-54.5,-30.654245055475158,0
12439,1.5,-30.651660101294315,3
12440,0.0,-30.6491961414791,3
12441,-50.0,-30.650751547303273,0
12442,-2.5,-30.648488988908536,5
12443,-41.0,-30.649320903319136,0
12444,-46.5,-30.650594664095145,2
12445,-40.0,-30.65134592205705,1
12446,-11.5,-30.649807166961274,1
12447,-8.0,-30.647987466859483,3
12448,-48.5,-30.649421593830333,3
12449,-9.0,-30.647682544782715,2
12450,-41.0,-30.6485140562249,0
12451,-13.0,-30.647096618745483,1
12452,-8.5,-30.645318021201412,1
12453,-6.0,-30.643338954468803,2
12454,-13.0,-30.641922273968202,1
12455,-15.5,-30.640706543556803,3
12456,-20.5,-30.639892421323058,1
12457,-10.0,-30.63823553022397,1
12458,-14.5,-30.636940118799163,1
12459,-45.0,-30.63809294485914,2
12460,-48.5,-30.639526484751205,0
12461,-41.5,-30.6403980418907,1
12462,-36.5,-30.640868239447922,0
12463,-14.5,-30.639573136483992,1
12464,-13.5,-30.638198010269576,2
12465,-14.5,-30.636903329322102,4
12466,-8.5,-30.63512754692764,1
12467,-15.5,-30.63391353172375,3
12468,-20.0,-30.63306063522618,0
12469,-13.0,-30.63164648327853,1
12470,-19.0,-30.630713712910985,1
12471,-32.5,-30.63086360356026,1
12472,-27.5,-30.630612572161642,0
12473,-11.0,-30.62903872364307,3
12474,-7.5,-30.62718454385121,2
12475,-45.5,-30.628376753507013,0
12476,-44.5,-30.62948861814684,1
12477,-12.0,-30.627995511741606,2
12478,-33.5,-30.628225677191857,0
12479,-54.5,-30.63013863290328,0
12480,-17.5,-30.62908653846154,1
12481,-23.0,-30.628475282429292,0
12482,-38.0,-30.629065854830955,0
12483,-10.0,-30.627413282063607,2
12484,25.0,-30.62295738545338,7
12485,-5.0,-30.620905086103324,3
12486,-12.5,-30.619453788242833,0
12487,-18.0,-30.618443180908145,2
12488,-10.5,-30.61683215887252,2
12489,-12.5,-30.61538153575146,0
12490,-63.5,-30.618014411529224,0
12491,-11.5,-30.616483868385238,1
12492,-20.5,-30.615674031380085,1
12493,-25.0,-30.615224525734412,1
12494,-50.0,-30.6167760525052,0
12495,-10.0,-30.61512605042017,1
12496,-16.0,-30.61395646606914,1
12497,-26.5,-30.61362727054493,1
12498,-13.5,-30.612257961273805,3
12499,-53.5,-30.61408912713017,1
12500,-7.5,-30.61224,2
12501,-10.0,-30.610591152707784,1
12502,-13.0,-30.609182530795074,1
12503,-6.5,-30.607254258977846,3
12504,-6.0,-30.605286308381316,6
12505,-15.5,-30.604078368652537,0
12506,2.5,-30.601431312969776,4
12507,-29.0,-30.601303270168707,0
12508,-30.5,-30.601295171090502,0
12509,2.5,-30.59864897273963,4
12510,-7.5,-30.596802557953637,2
12511,-45.5,-30.597993765486372,0
12512,-20.0,-30.597146739130434,0
12513,-26.5,-30.596819307919763,1
12514,-14.5,-30.5955330030366,1
12515,-14.5,-30.59424690371554,1
12516,-13.0,-30.59284116331096,1
12517,-14.0,-30.591515538867142,0
12518,-13.0,-30.590110241252596,1
12519,-58.0,-30.592299704449236,1
12520,-5.5,-30.59029552715655,4
12521,-3.0,-30.588092005430877,2
12522,-3.5,-30.585928765372945,4
12523,-41.0,-30.586760360935877,0
12524,-52.5,-30.588510060683486,3
12525,-11.0,-30.58694610778443,0
12526,-11.5,-30.585422321571134,1
12527,-11.5,-30.58389877863814,1
12528,-10.0,-30.582255747126435,1
12529,1.5,-30.579695107350947,4
12530,-12.0,-30.578212290502794,2
12531,8.0,-30.575133668502115,5
12532,-4.0,-30.573013086498563,2
12533,-12.0,-30.571531157743557,2
12534,-15.5,-30.5703287059199,0
12535,-19.5,-30.569445552453132,6
12536,-7.0,-30.56756541161455,5
12537,-42.5,-30.568517189120204,0
12538,-37.0,-30.569030148349018,1
12539,-10.0,-30.567389743998724,1
12540,-31.0,-30.56742424242424,1
12541,-34.5,-30.567737819950562,2
12542,-38.5,-30.568370275873068,1
12543,-11.5,-30.566850035876584,1
12544,-12.5,-30.56540975765306,0
12545,-19.5,-30.564527700278994,2
12546,-1.0,-30.562171209947394,2
12547,-26.0,-30.561807603411175,3
12548,-6.0,-30.559850175326744,2
12549,-11.5,-30.558331341142722,1
12550,-14.0,-30.557011952191235,3
12551,7.0,-30.55401960003187,7
12552,-16.5,-30.55289993626514,5
12553,-2.0,-30.550625348522267,4
12554,-8.5,-30.548868886410705,1
12555,0.5,-30.546395858223814,5
12556,-15.5,-30.54519751513221,0
12557,-13.0,-30.54380027076531,1
12558,-2.5,-30.54156712852365,5
12559,-63.5,-30.544191416514053,0
12560,-15.0,-30.542953821656052,2
12561,-14.0,-30.541636812355705,0
12562,-13.0,-30.540240407578413,1
12563,1.5,-30.537690042187375,3
12564,-30.5,-30.537687042343205,3
12565,-14.5,-30.53641066454437,1
12566,-27.5,-30.536169027534616,0
12567,-27.5,-30.535927428980663,4
12568,-12.0,-30.534452577975813,2
12569,-9.0,-30.532739279178934,5
12570,-66.5,-30.53560063643596,0
12571,8.0,-30.532535200063638,8
12572,-59.0,-30.5347995545657,0
12573,-8.5,-30.53304700548795,1
12574,-13.5,-30.531692381103866,6
12575,-28.0,-30.531491053677932,1
12576,-7.0,-30.529619910941477,2
12577,-11.0,-30.5280671066232,0
12578,-29.0,-30.52794561933535,0
12579,-15.5,-30.52675093409651,3
12580,-10.0,-30.525119236883942,4
12581,-8.0,-30.52332882918687,3
12582,-28.0,-30.523128278493086,1
12583,-16.0,-30.521974092028927,5
12584,-15.0,-30.52074062301335,2
12585,-8.5,-30.518990862137464,1
12586,-14.5,-30.51771809947561,1
12587,1.0,-30.51521410979582,7
12588,-34.5,-30.51553066412456,6
12589,-29.5,-30.515449996028277,1
12590,-11.5,-30.51393963463066,1
12591,-31.0,-30.513978238424272,1
12592,-33.0,-30.514175667090218,2
12593,-24.5,-30.513698086238385,0
12594,-13.0,-30.512307447991105,1
12595,-16.5,-30.5111949186185,5
12596,-52.5,-30.512940616068594,2
12597,-81.5,-30.516988171786934,0
12598,-21.0,-30.51623273535482,2
12599,-14.0,-30.514921819192,0
12600,-32.5,-30.515079365079366,1
12601,-15.5,-30.513887786683597,0
12602,-18.5,-30.512934454848438,3
12603,-20.0,-30.512100293580893,0
12604,-20.0,-30.51126626467788,0
12605,-32.0,-30.51138437128124,0
12606,-11.5,-30.509876249405046,1
12607,-34.0,-30.510153089553423,1
12608,-31.0,-30.510191941624367,1
12609,-16.5,-30.509080815290666,2
12610,-7.0,-30.507216494845363,4
12611,-17.5,-30.5061850765205,1
12612,-30.5,-30.506184586108468,0
12613,-63.5,-30.508800443986363,0
12614,-10.0,-30.507174567940385,4
12615,-13.5,-30.505826397146254,3
12616,-28.0,-30.505627774254915,1
12617,-10.0,-30.5040025362606,2
12618,-12.5,-30.50257568552861,0
12619,-12.0,-30.501109438148823,2
12620,-18.5,-30.50015847860539,0
12621,-12.5,-30.49873227161081,4
12622,-31.0,-30.49877198542228,1
12623,-21.5,-30.498059098471046,3
12624,-38.0,-30.498653358681874,0
12625,-35.5,-30.499049504950495,1
12626,-32.0,-30.49916838270236,0
12627,-20.0,-30.498336897125206,0
12628,-17.5,-30.497307570478302,1
12629,-9.0,-30.495605352759522,2
12630,-32.0,-30.495724465558194,0
12631,-33.0,-30.495922729791783,2
12632,11.5,-30.492598163394554,10
12633,-41.0,-30.493429905802262,0
12634,-31.0,-30.49347000158303,1
12635,-8.0,-30.491689750692522,3
12636,-35.0,-30.4920465337132,0
12637,-25.0,-30.491611933211995,5
12638,-10.5,-30.490030068048743,2
12639,-54.5,-30.491929741277,3
12640,-54.5,-30.49382911392405,0
12641,-21.0,-30.49307807926588,9
12642,-10.0,-30.49145704793545,4
12643,-21.5,-30.490745867278335,0
12644,-14.0,-30.48944163239481,0
12645,-20.0,-30.48861209964413,3
12646,1.5,-30.486082555748855,3
12647,-14.0,-30.48477899897209,8
12648,-9.5,-30.483119860847566,3
12649,-3.0,-30.480947110443513,3
12650,-16.0,-30.479802371541503,1
12651,-10.0,-30.47818354280294,4
12652,-12.5,-30.476762567183055,0
12653,-53.0,-30.478542638109538,0
12654,-16.0,-30.47739845108266,4
12655,-69.0,-30.480442512840774,2
12656,-41.0,-30.481273704171933,0
12657,-17.5,-30.480248084064154,1
12658,-67.0,-30.483133196397535,2
12659,-11.0,-30.481594122758512,6
12660,-45.5,-30.482780410742496,0
12661,-16.5,-30.481676012953162,2
12662,-47.0,-30.482980571789607,0
12663,-45.5,-30.484166469241096,0
12664,-5.5,-30.482193619709413,4
12665,-5.0,-30.480181602842478,4
12666,-16.0,-30.47903837044055,1
12667,-3.5,-30.47690850240783,3
12668,-13.0,-30.47552889169561,1
12669,4.5,-30.472768174283683,6
12670,-12.5,-30.47134964483031,0
12671,-4.5,-30.46929997632389,3
12672,3.5,-30.466619318181817,8
12673,-16.0,-30.465477787422078,1
12674,-1.0,-30.463152911472307,5
12675,-26.5,-30.46284023668639,2
12676,-24.5,-30.462369832754813,0
12677,-39.5,-30.463082748284293,0
12678,-8.5,-30.461350370720933,1
12679,-32.0,-30.46147172489944,4
12680,-12.5,-30.46005520504732,3
12681,-16.0,-30.45891491207318,1
12682,-4.5,-30.456868001892445,3
12683,-10.0,-30.45525506583616,1
12684,-15.5,-30.45407600126143,0
12685,-6.0,-30.45214820654316,2
12686,-17.0,-30.451087813337537,0
12687,-10.0,-30.449475841412468,1
12688,-23.5,-30.448928121059268,1
12689,-15.5,-30.447750019702106,0
12690,1.0,-30.445271867612295,5
12691,-11.5,-30.443779056023953,2
12692,-0.5,-30.441419791994957,4
12693,-9.5,-30.439769951942015,4
12694,-2.0,-30.437529541515676,3
12695,-19.0,-30.43662859393462,1
12696,-23.0,-30.436042848141145,3
12697,-14.0,-30.43474836575569,0
12698,-19.5,-30.433887226334857,2
12699,-31.5,-30.43397117883298,2
12700,-30.5,-30.433976377952757,0
12701,-28.0,-30.43378474135895,1
12702,-27.5,-30.433553771059675,0
12703,-35.0,-30.433913248838856,0
12704,0.5,-30.431478274559193,5
12705,-14.5,-30.430224321133412,1
12706,-60.5,-30.432590901936095,0
12707,-16.0,-30.431455103486268,1
12708,-24.5,-30.430988353792888,0
12709,-23.0,-30.430403650956016,0
12710,-3.5,-30.428284815106217,4
12711,-37.0,-30.428801825190778,1
12712,-61.5,-30.43124606670862,2
12713,-22.5,-30.430622197750335,2
12714,-11.0,-30.429093912222747,3
12715,-13.0,-30.427723161620133,1
12716,-12.5,-30.42631330607109,0
12717,-33.5,-30.42655500511127,3
12718,-13.0,-30.425184777480737,1
12719,6.0,-30.422320937180597,7
12720,-9.5,-30.42067610062893,0
12721,-23.5,-30.420132065089224,1
12722,-22.0,-30.419470209086622,1
12723,4.0,-30.416764913935392,4
12724,-27.5,-30.416535680603584,0
12725,-38.5,-30.417170923379174,1
12726,-32.5,-30.417334590601918,1
12727,-51.5,-30.418991121238314,0
12728,-16.0,-30.417858265241986,1
12729,-8.5,-30.416136381491082,1
12730,-10.0,-30.41453260015711,1
12731,-30.5,-30.414539313486763,0
12732,-25.0,-30.414114043355326,4
12733,1.0,-30.411646901751354,4
12734,-11.0,-30.410122506675044,0
12735,-15.0,-30.40891244601492,2
12736,-74.5,-30.412374371859297,1
12737,-21.0,-30.411635392949673,2
12738,-22.0,-30.41097503532737,2
12739,-26.0,-30.410628777769055,3
12740,-13.5,-30.409301412872843,2
12741,-22.0,-30.408641393925123,5
12742,-49.0,-30.410100455187568,1
12743,-4.0,-30.408027936906535,5
12744,-32.0,-30.408152856246076,0
12745,-20.0,-30.40733621027854,0
12746,-16.0,-30.40620586850777,4
12747,-23.0,-30.405624852906566,4
12748,-11.5,-30.40414182616881,2
12749,-23.5,-30.403600282375088,1
12750,-47.5,-30.404941176470587,1
12751,-32.5,-30.405105481922988,1
12752,-31.0,-30.405152132998744,1
12753,-39.5,-30.40586528659923,0
12754,-27.5,-30.405637447075428,0
12755,-28.0,-30.405448843590747,1
12756,-28.0,-30.405260269677015,1
12757,6.5,-30.402367327741633,8
12758,-29.0,-30.4022574071171,3
12759,-33.5,-30.40250019594012,0
12760,-30.5,-30.402507836990594,0
12761,-32.0,-30.4026330224904,0
12762,-14.0,-30.401347751136186,0
12763,-35.0,-30.40170806236778,0
12764,7.0,-30.39877781259793,5
12765,-69.5,-30.401840971406187,0
12766,-10.0,-30.40024283252389,1
12767,-23.5,-30.39970235764079,4
12768,-28.0,-30.399514411027567,1
12769,-9.0,-30.39783851515389,3
12770,-27.5,-30.397611589663274,3
12771,5.5,-30.394800720382115,5
12772,-44.0,-30.395865956780458,0
12773,-30.5,-30.395874109449622,0
12774,-11.0,-30.394355722561453,4
12775,-12.5,-30.392954990215266,3
12776,-16.0,-30.391828428303068,1
12777,-11.0,-30.390310714565235,0
12778,-65.5,-30.393058381593363,1
12779,-4.0,-30.390993035448783,4
12780,-6.5,-30.389123630672927,3
12781,-7.5,-30.38733275956498,2
12782,-17.0,-30.386285401345642,3
12783,-57.0,-30.388367362903857,2
12784,-11.5,-30.38688986232791,1
12785,-6.5,-30.38502150958154,3
12786,-11.0,-30.38350539652745,3
12787,-27.5,-30.38327989364198,0
12788,-35.5,-30.38368001251173,1
12789,-10.0,-30.382086167800452,1
12790,-55.5,-30.38405003909304,2
12791,-12.5,-30.38265186459229,3
12792,-6.5,-30.380784865540964,4
12793,-9.0,-30.379113577737826,2
12794,-2.5,-30.376934500547133,2
12795,-54.5,-30.378819851504495,0
12796,-24.5,-30.378360425132854,4
12797,-23.0,-30.377783855591154,0
12798,-46.5,-30.37904360056259,2
12799,-8.5,-30.377334166731774,1
12800,-41.5,-30.378203125,2
12801,-16.0,-30.37707991563159,1
12802,-20.5,-30.37630838931417,1
12803,-8.5,-30.374599703194562,1
12804,-19.0,-30.373711340206185,1
12805,-62.0,-30.376181179226865,0
12806,-38.0,-30.376776511010465,0
12807,-10.0,-30.375185445459515,1
12808,-17.0,-30.374141161773892,4
12809,-27.0,-30.373877742212507,2
12810,-16.0,-30.372755659640905,1
12811,-13.0,-30.37139957848724,1
12812,-53.0,-30.3731657820793,3
12813,-32.0,-30.373292749551236,0
12814,-7.5,-30.37150772592477,2
12815,-35.5,-30.371907920405775,1
12816,-11.5,-30.370435393258425,1
12817,-42.5,-30.371381758601856,0
12818,-3.5,-30.369285379934468,3
12819,-18.5,-30.368359466417036,0
12820,-4.0,-30.366302652106086,5
12821,-72.5,-30.369588955619687,0
12822,-39.5,-30.370301045078772,3
12823,0.0,-30.36793262107151,3
12824,-13.0,-30.36657829070493,1
12825,-20.0,-30.365769980506823,0
12826,-10.0,-30.364182130048338,1
12827,-17.5,-30.36317923130896,1
12828,-62.0,-30.365645463049578,0
12829,-8.5,-30.36394107101099,1
12830,-31.0,-30.363990646921277,1
12831,-42.5,-30.36493648195776,0
12832,-8.5,-30.363232543640898,1
12833,-37.5,-30.36378866983558,2
12834,-13.0,-30.362435717625058,1
12835,-15.5,-30.361277756135568,0
12836,-68.0,-30.364210034278592,0
12837,-93.5,-30.369128301004906,0
12838,-16.0,-30.36800903567534,1
12839,-43.5,-30.369031856063557,2
12840,-17.0,-30.367990654205606,0
12841,-13.5,-30.36667705007398,2
12842,-14.5,-30.36544152001246,1
12843,-5.5,-30.363505411508214,4
12844,-4.5,-30.361491747119278,2
12845,-9.0,-30.35982872713118,2
12846,-39.5,-30.36054024599097,0
12847,-11.5,-30.359072156923794,1
12848,-35.5,-30.359472291407222,1
12849,-1.5,-30.357226243287414,3
12850,-35.0,-30.357587548638133,0
12851,-44.0,-30.35864913236324,0
12852,-13.0,-30.357298474945534,1
12853,3.0,-30.354703182136465,6
12854,-13.5,-30.353391940252063,2
12855,2.5,-30.350836250486193,4
12856,7.0,-30.347930927193527,7
12857,-46.0,-30.349148323870264,1
12858,-15.0,-30.347954580805723,6
12859,-3.5,-30.345866708142157,4
12860,1.0,-30.343429237947124,4
12861,-13.0,-30.342080709120598,4
12862,-19.0,-30.34119888042295,1
12863,-64.5,-30.343854466298687,2
12864,-8.0,-30.34211753731343,3
12865,-50.0,-30.3436455499417,0
12866,-11.0,-30.342142079900512,0
12867,-9.5,-30.340522266262532,3
12868,-33.0,-30.340728940006215,2
12869,-13.0,-30.339381459320848,2
12870,-10.0,-30.337801087801086,1
12871,-5.0,-30.335832491647892,3
12872,-55.0,-30.33774860161591,1
12873,-13.0,-30.336401771148918,1
12874,-25.0,-30.335987261146496,1
12875,-3.5,-30.333902912621358,4
12876,-34.5,-30.334226467847156,2
12877,-13.5,-30.332919158189018,2
12878,-17.0,-30.331883832893308,0
12879,-5.5,-30.329955741905426,2
12880,-15.0,-30.32876552795031,5
12881,-8.0,-30.327032062728048,3
12882,-17.0,-30.325997515913677,3
12883,-44.0,-30.327058914849026,0
12884,-33.5,-30.32730518472524,0
12885,0.0,-30.324951493985253,3
12886,-3.5,-30.322869781157845,3
12887,-41.0,-30.32369830061302,0
12888,1.0,-30.321267846058348,4
12889,-6.5,-30.319419660175342,3
12890,-9.0,-30.317765709852598,2
12891,-39.5,-30.318478007912496,0
12892,-12.5,-30.317095873409865,3
12893,1.0,-30.314666873497245,4
12894,-4.5,-30.312664805335814,2
12895,-15.5,-30.311516091508338,0
12896,-12.0,-30.310096153846153,2
12897,-13.0,-30.308753973792356,1
12898,-31.0,-30.30880756706466,1
12899,-13.0,-30.307465695015118,1
12900,-25.0,-30.30705426356589,1
12901,-39.0,-30.307728083094332,2
12902,-19.5,-30.306890404588437,2
12903,-5.5,-30.304967836937145,4
12904,-0.5,-30.30265809051457,4
12905,-12.5,-30.301278574196047,4
12906,-14.0,-30.300015496668216,0
12907,-30.0,-30.29999225226621,5
12908,-11.5,-30.29853579175705,1
12909,-48.5,-30.299945774266018,0
12910,-22.0,-30.29930286599535,4
12911,0.0,-30.296956083959415,6
12912,-15.0,-30.295771375464685,2
12913,-21.5,-30.295090219158986,4
12914,-4.0,-30.29305404986836,2
12915,0.0,-30.290708478513356,3
12916,-22.5,-30.2901052957572,3
12917,-53.5,-30.29190214446079,1
12918,-22.0,-30.291260257005728,2
12919,-3.0,-30.28914776685502,3
12920,-5.5,-30.28722910216718,2
12921,-16.5,-30.286162061759924,2
12922,6.0,-30.28335396997369,7
12923,-12.0,-30.281939178209395,5
12924,-15.5,-30.280795419374808,3
12925,-46.5,-30.2820502901354,3
12926,-56.0,-30.284039919542007,0
12927,-65.0,-30.286725458343003,0
12928,-47.5,-30.28805693069307,1
12929,-6.5,-30.28621703147962,3
12930,-32.0,-30.286349574632638,0
12931,-2.5,-30.28420075786869,5
