episode,return,average_return
5973,-464.5,-502.1634531113059
5974,-464.5,-502.15245327102804
5975,-464.5,-502.1414598540146
5976,-464.5,-502.13047285464097
5977,-464.5,-502.11949226728916
5978,-464.5,-502.1085180863477
5979,-464.5,-502.0975503062117
5980,-524.5,-502.10408163265305
5981,-500.5,-502.10361410667446
5982,-464.5,-502.09265734265733
5983,-464.5,-502.08170696184095
5984,-464.5,-502.0707629586488
5985,-464.5,-502.0598253275109
5986,-464.5,-502.0488940628638
5987,-464.5,-502.0379691591504
5988,-464.5,-502.02705061082025
5989,-529.0,-502.0348938644955
5990,-464.5,-502.02398255813955
5991,-464.5,-502.01307759372276
5992,-464.5,-502.00217896571763
5993,-464.5,-501.991286668603
5994,-464.5,-501.98040069686414
5995,-517.0,-501.98476052249634
5996,-638.5,-502.0243760882182
5997,-508.0,-502.02610966057443
5998,-464.5,-502.01522621809744
5999,-464.5,-502.0043490866918
6000,-512.5,-502.00739130434783
6001,-464.5,-501.99652274702987
6002,-464.5,-501.9856604866744
6003,-542.5,-501.997393570808
6004,-491.5,-501.99435437174293
6005,-476.5,-501.98697539797394
6006,-500.5,-501.9865451388889
6007,-464.5,-501.97570147526756
6008,-464.5,-501.96486408328514
6009,-464.5,-501.9540329575022
6010,-464.5,-501.9432080924856
6011,-464.5,-501.93238948280845
6012,-464.5,-501.92157712305027
6013,-637.0,-501.9605833092694
6014,-464.5,-501.9497690531178
6015,-592.0,-501.9757575757576
6016,-464.5,-501.9649451817657
6017,-632.5,-502.00259590423997
6018,-464.5,-501.9917820069204
6019,-464.5,-501.9809743441914
6020,-464.5,-501.9701729106628
6021,-464.5,-501.9593777009507
6022,-508.0,-501.96111751152074
6023,-464.5,-501.9503311258278
6024,-464.5,-501.93955094991367
6025,-539.5,-501.95035971223024
6026,-538.0,-501.96073072497126
6027,-464.5,-501.9499568593615
6028,-626.5,-501.9857676825762
6029,-475.0,-501.97801092267895
6030,-464.5,-501.96724137931034
6031,-464.5,-501.95647802355643
6032,-535.0,-501.96596783457784
6033,-464.5,-501.95521102497844
6034,-464.5,-501.9444603903559
6035,-493.0,-501.941893830703
6036,-592.0,-501.96772805507743
6037,-464.5,-501.95698308001147
6038,-464.5,-501.94624426605503
6039,-523.0,-501.95227858985385
6040,-464.5,-501.941547277937
6041,-464.5,-501.93082211400747
6042,-464.5,-501.9201030927835
6043,-580.0,-501.94245634125394
6044,-464.5,-501.93174012593016
6045,-464.5,-501.92103004291846
6046,-464.5,-501.9103260869565
6047,-464.5,-501.8996282527881
6048,-464.5,-501.88893653516294
6049,-464.5,-501.8782509288368
6050,-529.0,-501.886
6051,-524.5,-501.89245929734363
6052,-523.0,-501.89848657909766
6053,-476.5,-501.8912360833571
6054,-476.5,-501.8839897260274
6055,-490.0,-501.8805991440799
6056,-464.5,-501.8699372504278
6057,-544.0,-501.8819503849444
6058,-464.5,-501.8712941847206
6059,-476.5,-501.8640638358507
6060,-464.5,-501.8534188034188
6061,-508.0,-501.85516946738824
6062,-464.5,-501.84453302961276
6063,-566.5,-501.86293766011954
6064,-464.5,-501.85230506545247
6065,-524.5,-501.8587482219061
6066,-464.5,-501.8481228668942
6067,-476.5,-501.84091555302814
6068,-464.5,-501.8303013075611
6069,-464.5,-501.81969309462914
6070,-487.0,-501.8154829545455
6071,-464.5,-501.8048849758591
6072,-487.0,-501.8006814310051
6073,-464.5,-501.7900936701675
6074,-464.5,-501.7795119182747
6075,-464.5,-501.7689361702128
6076,-476.5,-501.7617697107204
6077,-464.5,-501.75120499007653
6078,-464.5,-501.7406462585034
6079,-542.5,-501.75219608954376
6080,-464.5,-501.74164305949006
6081,-464.5,-501.7310960067969
6082,-464.5,-501.7205549263873
6083,-464.5,-501.71001981318994
6084,-464.5,-501.6994906621392
6085,-464.5,-501.6889674681754
6086,-476.5,-501.6818438914027
6087,-464.5,-501.6713316369805
6088,-464.5,-501.6608253250424
6089,-572.5,-501.68084204577565
6090,-464.5,-501.67033898305084
6091,-464.5,-501.659841852584
6092,-620.5,-501.69339356295876
6093,-464.5,-501.68289585097375
6094,-662.5,-501.7282731376975
6095,-524.5,-501.7346967559944
6096,-464.5,-501.72419627749576
6097,-464.5,-501.7137017197632
6098,-464.5,-501.7032130777903
6099,-464.5,-501.6927303465765
6100,-464.5,-501.68225352112677
6101,-464.5,-501.6717825964517
6102,-464.5,-501.66131756756755
6103,-541.0,-501.6723895299747
6104,-464.5,-501.661930219471
6105,-512.5,-501.6649789029536
6106,-464.5,-501.6545275590551
6107,-464.5,-501.64408209165026
6108,-521.5,-501.64966273187184
6109,-464.5,-501.6392245012644
6110,-464.5,-501.6287921348315
6111,-464.5,-501.61836562763267
6112,-569.5,-501.6374227961819
6113,-580.0,-501.6594162222846
6114,-512.5,-501.6624579124579
6115,-464.5,-501.65203366058904
6116,-464.5,-501.6416152551879
6117,-464.5,-501.63120269133725
6118,-464.5,-501.62079596412553
6119,-634.0,-501.6578873634071
6120,-502.0,-501.6579831932773
6121,-685.0,-501.7093251190143
6122,-491.5,-501.70646696528553
6123,-464.5,-501.696053736356
6124,-464.5,-501.68564633463905
6125,-476.5,-501.6786013986014
6126,-637.0,-501.71644295302013
6127,-475.0,-501.7089740005591
6128,-464.5,-501.69857462269425
6129,-464.5,-501.68818105616094
6130,-464.5,-501.67779329608936
6131,-464.5,-501.6674113376152
6132,-464.5,-501.6570351758794
6133,-464.5,-501.64666480602847
6134,-464.5,-501.6363002232143
6135,-464.5,-501.62594142259417
6136,-535.0,-501.6352481873954
6137,-464.5,-501.62489545581263
6138,-464.5,-501.6145484949833
6139,-535.0,-501.6238506547785
6140,-529.0,-501.6314763231198
6141,-464.5,-501.62113617376775
6142,-464.5,-501.61080178173717
6143,-464.5,-501.600473142221
6144,-575.5,-501.6210350584307
6145,-542.5,-501.63240611961055
6146,-638.5,-501.67046718576194
6147,-464.5,-501.6601334445371
6148,-536.5,-501.6698165647582
6149,-464.5,-501.6594887468741
6150,-496.0,-501.65791666666667
6151,-464.5,-501.64759788947515
6152,-464.5,-501.6372848417546
6153,-464.5,-501.6269775187344
6154,-545.5,-501.6391509433962
6155,-605.5,-501.66796116504855
6156,-535.0,-501.6772046589018
6157,-529.0,-501.6847795952315
6158,-464.5,-501.6744733924612
6159,-464.5,-501.66417290108063
6160,-464.5,-501.6538781163435
6161,-539.5,-501.6643589033509
6162,-464.5,-501.65406976744185
6163,-530.5,-501.66205369499033
6164,-464.5,-501.65177089097955
6165,-536.5,-501.6614107883817
6166,-464.5,-501.65113384955754
6167,-602.5,-501.67901575891625
6168,-464.5,-501.6687396351575
6169,-464.5,-501.6584691903841
6170,-763.0,-501.7306629834254
6171,-535.0,-501.7398508699254
6172,-464.5,-501.72956929873
6173,-464.5,-501.719293403257
6174,-464.5,-501.70902317880797
6175,-500.5,-501.7086896551724
6176,-490.0,-501.70546056260343
6177,-464.5,-501.6952026468156
6178,-487.0,-501.69115214994486
6179,-524.5,-501.6974373105539
6180,-518.5,-501.7020661157025
6181,-464.5,-501.69182043514184
6182,-631.0,-501.727422907489
6183,-490.0,-501.72419488026424
6184,-584.5,-501.7469730324711
6185,-464.5,-501.73672627235214
6186,-637.0,-501.77392739273927
6187,-487.0,-501.7698652735771
6188,-464.5,-501.7596206706982
6189,-464.5,-501.74938169826873
6190,-679.0,-501.7980769230769
6191,-464.5,-501.78783301290855
6192,-464.5,-501.7775947281713
6193,-464.5,-501.76736206423277
6194,-464.5,-501.75713501646544
6195,-563.5,-501.77407407407406
6196,-689.5,-501.825562260011
6197,-464.5,-501.8153276665753
6198,-476.5,-501.80838815789474
6199,-542.5,-501.8195395998904
6200,-476.5,-501.812602739726
6201,-464.5,-501.80238290879214
6202,-464.5,-501.7921686746988
6203,-536.5,-501.8016698603887
6204,-464.5,-501.7914614121511
6205,-464.5,-501.7812585499316
6206,-464.5,-501.7710612691466
6207,-542.5,-501.7821985233798
6208,-464.5,-501.77200656096227
6209,-607.0,-501.8007652364034
6210,-464.5,-501.7905737704918
6211,-464.5,-501.7803878721661
6212,-464.5,-501.7702075368651
6213,-464.5,-501.76003276003274
6214,-464.5,-501.7498635371179
6215,-586.0,-501.77285129604365
6216,-502.0,-501.7729132569558
6217,-464.5,-501.76274884101446
6218,-545.5,-501.7746728462377
6219,-464.5,-501.76451349141456
6220,-464.5,-501.7543596730245
6221,-512.5,-501.7572868428221
6222,-542.5,-501.76838235294116
6223,-464.5,-501.7582357745712
6224,-464.5,-501.7480947196516
6225,-464.5,-501.73795918367347
6226,-743.5,-501.8037268770403
6227,-464.5,-501.79358172423173
6228,-464.5,-501.78344208809136
6229,-476.5,-501.7765697200326
6230,-464.5,-501.7664402173913
6231,-520.0,-501.7713936430318
6232,-464.5,-501.7612710483433
6233,-595.0,-501.7865870214499
6234,-1178.5,-501.9702768729642
6235,-479.5,-501.96417910447764
6236,-464.5,-501.9540151926207
6237,-464.5,-501.9438567941416
6238,-464.5,-501.93370390455533
6239,-464.5,-501.9235565193819
6240,-490.0,-501.92032520325205
6241,-464.5,-501.91018694120834
6242,-586.0,-501.932963163597
6243,-464.5,-501.9228269699431
6244,-464.5,-501.91269626421223
6245,-476.5,-501.90581867388363
6246,-464.5,-501.89569805194805
6247,-535.0,-501.9046524208818
6248,-464.5,-501.89453758788534
6249,-464.5,-501.8844282238443
6250,-464.5,-501.87432432432433
6251,-893.5,-501.9801405025669
6252,-464.5,-501.97001620745544
6253,-464.5,-501.9598973805023
6254,-464.5,-501.9497840172786
6255,-592.0,-501.9740890688259
6256,-464.5,-501.9639773340529
6257,-464.5,-501.95387105476124
6258,-464.5,-501.9437702265372
6259,-464.5,-501.9336748449717
6260,-772.0,-502.00646900269544
6261,-1105.0,-502.1689571544058
6262,-464.5,-502.1588092672414
6263,-812.5,-502.2423915970913
6264,-464.5,-502.23222940226174
6265,-464.5,-502.2220726783311
6266,-464.5,-502.2119214208827
6267,-464.5,-502.20177562550447
6268,-464.5,-502.19163528778915
6269,-575.5,-502.211347136327
6270,-464.5,-502.20120967741934
6271,-464.5,-502.1910776672937
6272,-464.5,-502.1809511015583
6273,-532.0,-502.1889605157131
6274,-464.5,-502.17883995703545
6275,-550.0,-502.191677852349
6276,-524.5,-502.19766505636073
6277,-464.5,-502.18755030855914
6278,-464.5,-502.17744098712444
6279,-611.5,-502.20675784392597
6280,-476.5,-502.19986595174265
6281,-464.5,-502.18976145805414
6282,-518.5,-502.19413183279744
6283,-464.5,-502.18403428877576
6284,-464.5,-502.17394215318694
6285,-464.5,-502.1638554216867
6286,-464.5,-502.1537740899358
6287,-499.0,-502.15293015788063
6288,-464.5,-502.14285714285717
6289,-464.5,-502.1327895159134
6290,-464.5,-502.1227272727273
6291,-464.5,-502.11267040898156
6292,-569.5,-502.1306787814003
6293,-464.5,-502.12062516697836
6294,-586.0,-502.14302884615387
6295,-517.0,-502.14699599465956
6296,-464.5,-502.1369460758142
6297,-581.5,-502.15812650120097
6298,-589.0,-502.18129669156883
6299,-569.5,-502.1992531341691
6300,-535.0,-502.208
6301,-502.0,-502.2079445481205
6302,-464.5,-502.19789445629
6303,-545.5,-502.20943245403674
6304,-464.5,-502.1993873201918
6305,-476.5,-502.1925432756325
6306,-464.5,-502.18250798722045
6307,-464.5,-502.17247804099014
6308,-508.0,-502.17402873869077
6309,-578.5,-502.1943335993615
6310,-464.5,-502.1843085106383
6311,-464.5,-502.17428875299123
6312,-464.5,-502.16427432216904
6313,-464.5,-502.15426521392504
6314,-464.5,-502.14426142401703
6315,-464.5,-502.13426294820715
6316,-464.5,-502.12426978226233
6317,-464.5,-502.1142819219538
6318,-535.0,-502.12300955414014
6319,-464.5,-502.11302732820377
6320,-524.5,-502.1189655172414
6321,-464.5,-502.1089896579157
6322,-500.5,-502.1085630965005
6323,-464.5,-502.0985952822688
6324,-605.5,-502.1259936406995
6325,-479.5,-502.12
6326,-464.5,-502.11003707627117
6327,-464.5,-502.10007942811757
6328,-496.0,-502.09846479618847
6329,-655.0,-502.13892564170413
6330,-464.5,-502.12896825396825
6331,-464.5,-502.1190161332981
6332,-602.5,-502.1455579058699
6333,-464.5,-502.1356066613799
6334,-544.0,-502.14667019027485
6335,-556.0,-502.16089828269486
6336,-464.5,-502.15095087163235
6337,-464.5,-502.14100871402167
6338,-464.5,-502.1310718057022
6339,-464.5,-502.1211401425178
6340,-476.5,-502.11437994722957
6341,-464.5,-502.10445792666843
6342,-476.5,-502.0977056962025
6343,-539.5,-502.10756656999735
6344,-464.5,-502.0976541908276
6345,-464.5,-502.0877470355731
6346,-580.0,-502.1082718651212
6347,-464.5,-502.09836713194625
6348,-499.0,-502.097551342812
6349,-464.5,-502.08765464595945
6350,-493.0,-502.08526315789476
6351,-464.5,-502.0753749013418
6352,-464.5,-502.06549184639664
6353,-464.5,-502.0556139889561
6354,-464.5,-502.04574132492115
6355,-488.5,-502.04218134034164
6356,-464.5,-502.0323173935891
6357,-464.5,-502.0224586288416
6358,-500.5,-502.0220588235294
6359,-536.5,-502.03111052769754
6360,-464.5,-502.02125984251967
6361,-464.5,-502.0114143269483
6362,-512.5,-502.014165792235
6363,-464.5,-502.0043273013375
6364,-464.5,-501.99449396958573
6365,-499.0,-501.9937090432503
6366,-583.0,-502.01493710691824
6367,-475.0,-502.0078595755829
6368,-464.5,-501.99803562074385
6369,-464.5,-501.9882168106834
6370,-464.5,-501.97840314136124
6371,-464.5,-501.96859460874117
6372,-535.0,-501.97723704866564
6373,-464.5,-501.96743395239343
6374,-464.5,-501.9576359832636
6375,-535.0,-501.9662745098039
6376,-488.5,-501.9627548353372
6377,-464.5,-501.9529657695323
6378,-464.5,-501.9431818181818
6379,-542.5,-501.95377383128755
6380,-599.5,-501.97924281984336
6381,-464.5,-501.9694596711042
6382,-464.5,-501.9596816283925
6383,-476.5,-501.95303939472996
6384,-464.5,-501.94327073552427
6385,-487.0,-501.9393741851369
6386,-464.5,-501.929614181439
6387,-464.5,-501.91985926505083
6388,-464.5,-501.9101094319958
6389,-464.5,-501.9003646783016
6390,-475.0,-501.893359375
6391,-500.5,-501.8929966154647
6392,-808.0,-501.97267048412283
6393,-464.5,-501.96291959406716
6394,-518.5,-501.9672216441207
6395,-464.5,-501.95747724317295
6396,-464.5,-501.9477379095164
6397,-464.5,-501.9380036391994
6398,-476.5,-501.9313929313929
6399,-464.5,-501.92166796570535
6400,-487.0,-501.9177922077922
6401,-611.5,-501.9462477278629
6402,-464.5,-501.9365264797508
6403,-538.0,-501.9458863223462
6404,-568.0,-501.9630254281266
6405,-464.5,-501.9533073929961
6406,-571.0,-501.97121369294604
6407,-529.0,-501.978221415608
6408,-464.5,-501.9685069984448
6409,-490.0,-501.9654055454781
6410,-502.0,-501.96541450777204
6411,-464.5,-501.95571095571097
6412,-464.5,-501.9460124287934
6413,-464.5,-501.93631892311674
6414,-475.0,-501.92934782608694
6415,-464.5,-501.9196636481242
6416,-464.5,-501.90998448008276
6417,-464.5,-501.90031031807604
6418,-464.5,-501.8906411582213
6419,-464.5,-501.88097699663996
6420,-487.0,-501.87713178294575
6421,-529.0,-501.88413846551276
6422,-583.0,-501.90508780991735
6423,-464.5,-501.8954298993029
6424,-575.5,-501.91442953020135
6425,-464.5,-501.9047741935484
6426,-464.5,-501.8951238390093
6427,-476.5,-501.8885736394119
6428,-464.5,-501.87893243940175
6429,-476.5,-501.8723897911833
6430,-464.5,-501.86275773195877
6431,-542.5,-501.87322854934297
6432,-496.0,-501.87171561051
6433,-595.0,-501.8956992016482
6434,-535.0,-501.90422245108135
6435,-464.5,-501.8945945945946
6436,-592.0,-501.9177817807514
6437,-608.5,-501.9452019552354
6438,-464.5,-501.93557098765433
6439,-569.5,-501.9529442015942
6440,-557.5,-501.9672236503856
6441,-464.5,-501.95759444872783
6442,-464.5,-501.9479701952724
6443,-512.5,-501.9506807089648
6444,-542.5,-501.961093990755
6445,-464.5,-501.9514762516046
6446,-545.5,-501.96265400410675
6447,-634.0,-501.99653579676675
6448,-464.5,-501.9869163673679
6449,-464.5,-501.97730187227495
6450,-464.5,-501.9676923076923
6451,-464.5,-501.9580876698283
6452,-491.5,-501.9554074833419
6453,-464.5,-501.94581091468103
6454,-464.5,-501.9362192622951
6455,-464.5,-501.92663252240715
6456,-691.0,-501.97503840245776
6457,-962.5,-502.09291016124905
6458,-464.5,-502.0832906857728
6459,-464.5,-502.0736761320031
6460,-464.5,-502.06406649616366
6461,-464.5,-502.0544617744822
6462,-464.5,-502.04486196319016
6463,-583.0,-502.0655507283414
6464,-568.0,-502.0823965252938
6465,-530.5,-502.0896551724138
6466,-496.0,-502.08810010214506
6467,-536.5,-502.09688537145774
6468,-635.5,-502.13093415007654
6469,-464.5,-502.12133197244196
6470,-500.5,-502.1209183673469
6471,-535.0,-502.12930374904363
6472,-464.5,-502.11970933197347
6473,-464.5,-502.1101198062707
6474,-464.5,-502.10053516819573
6475,-464.5,-502.09095541401274
6476,-464.5,-502.0813805399898
6477,-529.0,-502.0882352941176
6478,-464.5,-502.07866598778
6479,-464.5,-502.0691015525579
6480,-581.5,-502.0893129770992
6481,-535.0,-502.0976850674129
6482,-464.5,-502.08812309257377
6483,-464.5,-502.0785659801678
6484,-464.5,-502.069013726487
6485,-643.0,-502.1048284625159
6486,-464.5,-502.0952743902439
6487,-464.5,-502.08572517145035
6488,-464.5,-502.07618080243776
6489,-595.0,-502.0997715156131
6490,-535.0,-502.10812182741114
6491,-464.5,-502.0985790408526
6492,-464.5,-502.0890410958904
6493,-502.0,-502.08901851382194
6494,-464.5,-502.0794878296146
6495,-464.5,-502.0699619771863
6496,-464.5,-502.06044095286364
6497,-565.0,-502.07638712946545
6498,-464.5,-502.06686930091183
6499,-464.5,-502.0573562927323
6500,-464.5,-502.0478481012658
6501,-464.5,-502.03834472285496
6502,-547.0,-502.04972165991904
6503,-464.5,-502.0402226157349
6504,-464.5,-502.0307283763278
6505,-616.0,-502.05954487989885
6506,-464.5,-502.0500505561173
6507,-464.5,-502.04056103108417
6508,-464.5,-502.0310763011622
6509,-464.5,-502.02159636271784
6510,-608.5,-502.04848484848486
6511,-500.5,-502.04809391567784
6512,-464.5,-502.03861686017166
6513,-539.5,-502.0480696442089
6514,-464.5,-502.0385973763875
6515,-539.5,-502.04804539722574
6516,-545.5,-502.0590015128593
6517,-508.0,-502.0604991177212
6518,-464.5,-502.051033266129
6519,-530.5,-502.05820105820106
6520,-464.5,-502.04874055415615
6521,-464.5,-502.03928481490806
6522,-464.5,-502.029833836858
6523,-464.5,-502.0203876164108
6524,-464.5,-502.0109461499748
6525,-464.5,-502.00150943396227
6526,-464.5,-501.99207746478874
6527,-464.5,-501.98265023887353
6528,-464.5,-501.9732277526395
6529,-493.0,-501.97097260618244
6530,-464.5,-501.96155778894473
6531,-517.0,-501.9653353428787
6532,-464.5,-501.95592667001506
6533,-464.5,-501.9465227215667
6534,-752.5,-502.0094126506024
6535,-464.5,-502.0
6536,-464.5,-501.99059207225287
6537,-533.5,-501.99849510910457
6538,-493.0,-501.99623871614847
6539,-464.5,-501.9868388067185
6540,-514.0,-501.9898496240601
6541,-593.5,-502.01277875219245
6542,-476.5,-502.0063877755511
6543,-464.5,-501.99699474079637
6544,-613.0,-502.02478718077117
6545,-464.5,-502.0153942428035
6546,-764.5,-502.0810810810811
6547,-464.5,-502.0716787590693
6548,-563.5,-502.0870435217609
6549,-464.5,-502.07764441110277
6550,-464.5,-502.06825
6551,-464.5,-502.05886028492876
6552,-464.5,-502.0494752623688
6553,-676.0,-502.0929303022733
6554,-611.5,-502.1202547452547
6555,-464.5,-502.11086142322097
6556,-476.5,-502.1044682975537
6557,-464.5,-502.0950836036935
6558,-569.5,-502.11190119760477
6559,-658.0,-502.15078573210275
6560,-464.5,-502.1413965087282
6561,-529.0,-502.1480927449514
6562,-464.5,-502.13870887337987
6563,-464.5,-502.1293296785447
6564,-496.0,-502.12780269058294
6565,-490.0,-502.1247820672478
6566,-539.5,-502.13408864541833
6567,-464.5,-502.1247199402539
6568,-464.5,-502.1153558984569
6569,-464.5,-502.1059965165464
6570,-464.5,-502.09664179104476
6571,-464.5,-502.087291718478
6572,-464.5,-502.07794629537545
6573,-464.5,-502.06860551827
6574,-643.0,-502.1036282306163
6575,-464.5,-502.0942857142857
6576,-464.5,-502.0849478390462
6577,-464.5,-502.0756146014403
6578,-464.5,-502.0662859980139
6579,-464.5,-502.05696202531647
6580,-464.5,-502.0476426799007
6581,-521.5,-502.05246837013146
6582,-464.5,-502.04315476190476
6583,-464.5,-502.0338457723779
6584,-529.0,-502.04053049082796
6585,-464.5,-502.03122676579926
6586,-464.5,-502.0219276511397
6587,-464.5,-502.01263314342333
6588,-464.5,-502.0033432392273
6589,-464.5,-501.99405793513245
6590,-464.5,-501.98477722772276
6591,-731.5,-502.0415738678545
6592,-502.0,-502.041563582385
6593,-464.5,-502.0322780113777
6594,-512.5,-502.0348664688427
6595,-464.5,-502.025587144623
6596,-539.5,-502.03484923381114
6597,-464.5,-502.02557449962933
6598,-464.5,-502.01630434782606
6599,-569.5,-502.0329711039763
6600,-464.5,-502.0237037037037
6601,-464.5,-502.01444087879537
6602,-464.5,-502.00518262586377
6603,-464.5,-501.9959289415248
6604,-464.5,-501.9866798223976
6605,-526.0,-501.9926017262639
6606,-464.5,-501.98335798816566
6607,-512.5,-501.98595020951444
6608,-464.5,-501.9767126663381
6609,-464.5,-501.9674796747967
6610,-527.5,-501.9737684729064
6611,-464.5,-501.96454075350897
6612,-517.0,-501.9682422451994
6613,-464.5,-501.959020428255
6614,-464.5,-501.9498031496063
6615,-554.5,-501.96273062730626
6616,-569.5,-501.97934087555336
6617,-496.0,-501.97787066633884
6618,-464.5,-501.96865781710915
6619,-517.0,-501.97235192922096
6620,-659.5,-502.0110565110565
6621,-487.0,-502.00736919675757
6622,-464.5,-501.99815815324166
6623,-529.0,-502.0047876258286
6624,-464.5,-501.99558173784976
6625,-556.0,-502.00883435582824
6626,-553.0,-502.02134445534836
6627,-464.5,-502.0121412803532
6628,-464.5,-502.00294261893083
6629,-464.5,-501.9937484677617
6630,-464.5,-501.9845588235294
6631,-574.0,-502.00220534182796
6632,-535.0,-502.01028907398336
6633,-464.5,-502.0011021307862
6634,-464.5,-501.9919196865818
6635,-490.0,-501.98898408812727
6636,-641.5,-502.023127753304
6637,-476.5,-502.0168827991192
6638,-539.5,-502.0260518590998
6639,-554.5,-502.03888481291267
6640,-464.5,-502.029706601467
6641,-464.5,-502.0205328770472
6642,-475.0,-502.0139296187683
6643,-464.5,-502.00476423161496
6644,-464.5,-501.99560332193454
6645,-464.5,-501.9864468864469
6646,-464.5,-501.977294921875
6647,-464.5,-501.9681474249451
6648,-554.5,-501.9809663250366
6649,-646.0,-502.01610148816786
6650,-464.5,-502.0069512195122
6651,-464.5,-501.9978054133138
6652,-479.5,-501.99232081911265
6653,-541.0,-502.0018279307823
6654,-535.0,-502.00986842105266
6655,-488.5,-502.0065773447016
6656,-464.5,-501.9974427666829
6657,-464.5,-501.98831263696127
6658,-464.5,-501.9791869522882
6659,-464.5,-501.97006570941835
6660,-475.0,-501.963503649635
6661,-476.5,-501.95730965701773
6662,-464.5,-501.94820038910507
6663,-529.0,-501.95477753464627
6664,-464.5,-501.94567331064655
6665,-464.5,-501.93657351154314
6666,-578.5,-501.9551749271137
6667,-464.5,-501.94607724070926
6668,-464.5,-501.93698397280235
6669,-464.5,-501.9278951201748
6670,-529.0,-501.93446601941747
6671,-464.5,-501.9253821887891
6672,-464.5,-501.91630276564774
6673,-580.0,-501.93524132912927
6674,-475.0,-501.92870999030066
6675,-464.5,-501.91963636363636
6676,-464.5,-501.91056713523994
6677,-464.5,-501.9015023019142
6678,-464.5,-501.8924418604651
6679,-571.0,-501.9091789779608
6680,-464.5,-501.9001210653753
6681,-476.5,-501.89397240377633
6682,-476.5,-501.8878267182962
6683,-718.0,-501.94011613839825
6684,-491.5,-501.93759071117563
6685,-544.0,-501.94776299879084
6686,-464.5,-501.93870889748547
6687,-464.5,-501.929659173314
6688,-464.5,-501.92061382310294
6689,-464.5,-501.91157284368205
6690,-464.5,-501.9025362318841
6691,-464.5,-501.8935039845448
6692,-524.5,-501.8989618541767
6693,-464.5,-501.88993482983346
6694,-464.5,-501.8809121621622
6695,-523.0,-501.8860072376357
6696,-464.5,-501.87698986975397
6697,-464.5,-501.8679768507355
6698,-464.5,-501.8589681774349
6699,-464.5,-501.84996384671007
6700,-464.5,-501.8409638554217
6701,-464.5,-501.8319682004336
6702,-464.5,-501.82297687861274
6703,-464.5,-501.8139898868288
6704,-464.5,-501.8050072219547
6705,-536.5,-501.813357400722
6706,-487.0,-501.80979307025984
6707,-464.5,-501.8008178975223
6708,-464.5,-501.79184704184706
6709,-464.5,-501.7828805001202
6710,-464.5,-501.77391826923076
6711,-464.5,-501.76496034607067
6712,-464.5,-501.75600672753484
6713,-476.5,-501.7499399471535
6714,-526.0,-501.7557636887608
6715,-464.5,-501.746818727491
6716,-464.5,-501.73787806048966
6717,-476.5,-501.73182145428365
6718,-476.5,-501.7257677543186
6719,-500.5,-501.72547373470854
6720,-557.5,-501.7388489208633
6721,-605.5,-501.76372572524576
6722,-520.0,-501.76809683604984
6723,-464.5,-501.75916606757727
6724,-464.5,-501.75023957834213
6725,-464.5,-501.7413173652695
6726,-464.5,-501.7323994252874
6727,-464.5,-501.7234857553268
6728,-464.5,-501.71457635232167
6729,-488.5,-501.7114142139268
6730,-464.5,-501.7025119617225
6731,-464.5,-501.6936139679502
6732,-464.5,-501.68472022955524
6733,-808.0,-501.75794884054505
6734,-575.5,-501.7755736137667
6735,-554.5,-501.7881720430108
6736,-464.5,-501.7792642140468
6737,-464.5,-501.77036064007643
6738,-464.5,-501.7614613180516
6739,-464.5,-501.7525662449272
6740,-529.0,-501.7590692124105
6741,-554.5,-501.7716535433071
6742,-464.5,-501.76276240458014
6743,-464.5,-501.75387550679704
6744,-512.5,-501.75643776824035
6745,-464.5,-501.74755661501786
6746,-475.0,-501.7411820781697
6747,-554.5,-501.75375268048606
6748,-464.5,-501.7448785135779
6749,-554.5,-501.75744224815435
6750,-464.5,-501.74857142857144
6751,-515.5,-501.7518447988574
6752,-464.5,-501.74297953355546
6753,-464.5,-501.7341184867951
6754,-464.5,-501.7252616555661
6755,-464.5,-501.71640903686085
6756,-464.5,-501.70756062767475
6757,-464.5,-501.69871642500595
6758,-545.5,-501.7091254752852
6759,-464.5,-501.70028510335
6760,-476.5,-501.6942992874109
6761,-575.5,-501.71182616955593
6762,-464.5,-501.70299145299145
6763,-557.5,-501.71623546166626
6764,-502.0,-501.71630280018985
6765,-464.5,-501.70747330960853
6766,-464.5,-501.6986480075901
6767,-464.5,-501.68982689115484
6768,-737.5,-501.74573257467995
6769,-536.5,-501.7539701351031
6770,-575.5,-501.77144549763034
6771,-535.0,-501.7793176972281
6772,-464.5,-501.7704879204169
6773,-464.5,-501.7616623253611
6774,-464.5,-501.75284090909093
6775,-574.0,-501.76994082840235
6776,-464.5,-501.76112162801707
6777,-464.5,-501.7523066004258
6778,-464.5,-501.7434957426679
6779,-464.5,-501.73468905178527
6780,-464.5,-501.72588652482267
6781,-464.5,-501.7170881588277
6782,-464.5,-501.70829395085065
6783,-464.5,-501.69950389794474
6784,-464.5,-501.6907179971658
6785,-464.5,-501.6819362455726
6786,-464.5,-501.67315864022663
6787,-490.0,-501.67040358744396
6788,-464.5,-501.66163284568194
6789,-464.5,-501.6528662420382
6790,-464.5,-501.6441037735849
6791,-464.5,-501.63534543739684
6792,-475.0,-501.62906647807637
6793,-464.5,-501.6203158142823
6794,-502.0,-501.6204052780396
6795,-502.0,-501.62049469964666
6796,-535.0,-501.6283560998587
6797,-464.5,-501.6196138450671
6798,-464.5,-501.6108757062147
